secu_code,secu_abbr,chi_spelling,listed_date,listed_sector,industry_code,first_industry_name,second_industry_name,third_industry_name
"002735.SZ","王子新材","WZXC","2014.12.03",1,"360204","轻工制造","包装印刷","塑料包装"
"002736.SZ","国信证券","GXZQ","2014.12.29",1,"490101","非银金融","证券Ⅱ","证券Ⅲ"
"002737.SZ","葵花药业","KHYY","2014.12.30",1,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"002741.SZ","光华科技","GHKJ","2015.02.16",1,"270601","电子","电子化学品Ⅱ","电子化学品Ⅲ"
"002742.SZ","ST三圣","STSS","2015.02.17",1,"370102","医药生物","化学制药","化学制剂"
"002743.SZ","富煌钢构","FHGG","2015.02.17",1,"620401","建筑装饰","专业工程","钢结构"
"002745.SZ","木林森","MLS","2015.02.17",1,"270302","电子","光学光电子","LED"
"002746.SZ","仙坛股份","XTGF","2015.02.16",1,"110703","农林牧渔","养殖业","肉鸡养殖"
"002747.SZ","埃斯顿","ASD","2015.03.20",1,"640701","机械设备","自动化设备","机器人"
"002749.SZ","国光股份","GGGF","2015.03.20",1,"220803","基础化工","农化制品","农药"
"002752.SZ","?兴股份","SXGF","2015.04.22",1,"360203","轻工制造","包装印刷","金属包装"
"002753.SZ","永东股份","YDGF","2015.05.19",1,"220603","基础化工","橡胶","炭黑"
"002756.SZ","永兴材料","YXCL","2015.05.15",1,"240603","有色金属","能源金属","锂"
"002757.SZ","南兴股份","NXGF","2015.05.27",1,"640209","机械设备","专用设备","其他专用设备"
"002758.SZ","浙农股份","ZNGF","2015.05.27",1,"510101","综合","综合Ⅱ","综合Ⅲ"
"002761.SZ","浙江建投","ZJJT","2015.06.10",1,"620101","建筑装饰","房屋建设Ⅱ","房屋建设Ⅲ"
"002762.SZ","金发拉比","JFLB","2015.06.10",1,"350209","纺织服饰","服装家纺","非运动服装"
"002763.SZ","汇洁股份","HJGF","2015.06.10",1,"350209","纺织服饰","服装家纺","非运动服装"
"002765.SZ","蓝黛科技","LDKJ","2015.06.12",1,"270301","电子","光学光电子","面板"
"002766.SZ","索菱股份","SLGF","2015.06.11",1,"280206","汽车","汽车零部件","汽车电子电气系统"
"002767.SZ","先锋电子","XFDZ","2015.06.12",1,"640107","机械设备","通用设备","仪器仪表"
"002768.SZ","国恩股份","GEGF","2015.06.30",1,"220503","基础化工","塑料","改性塑料"
"002771.SZ","真视通","ZST","2015.06.29",1,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"002772.SZ","众兴菌业","ZXJY","2015.06.26",1,"110104","农林牧渔","种植业","食用菌"
"002773.SZ","康弘药业","KHYY","2015.06.26",1,"370304","医药生物","生物制品","其他生物制品"
"002774.SZ","快意电梯","KYDT","2017.03.24",1,"640204","机械设备","专用设备","楼宇设备"
"002777.SZ","久远银海","JYYH","2015.12.31",1,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"002778.SZ","中晟高科","ZSGK","2016.01.06",1,"760102","环保","环境治理","水务及水治理"
"002779.SZ","中坚科技","ZJKJ","2015.12.09",1,"640209","机械设备","专用设备","其他专用设备"
"002780.SZ","三夫户外","SFHW","2015.12.09",1,"350208","纺织服饰","服装家纺","运动服装"
"002782.SZ","可立克","KLK","2015.12.22",1,"270401","电子","其他电子Ⅱ","其他电子Ⅲ"
"002783.SZ","凯龙股份","KLGF","2015.12.09",1,"220307","基础化工","化学制品","民爆制品"
"002786.SZ","银宝山新","YBSX","2015.12.23",1,"640209","机械设备","专用设备","其他专用设备"
"002787.SZ","华源控股","HYKG","2015.12.31",1,"360203","轻工制造","包装印刷","金属包装"
"002788.SZ","鹭燕医药","LYYY","2016.02.18",1,"370402","医药生物","医药商业","医药流通"
"002789.SZ","建艺集团","JYJT","2016.03.11",1,"620201","建筑装饰","装修装饰Ⅱ","装修装饰Ⅲ"
"002791.SZ","坚朗五金","JLWJ","2016.03.29",1,"610303","建筑材料","装修建材","其他建材"
"002792.SZ","通宇通讯","TYTX","2016.03.28",1,"730204","通信","通信设备","通信网络设备及器件"
"002793.SZ","罗欣药业","LXYY","2016.04.15",1,"370102","医药生物","化学制药","化学制剂"
"002795.SZ","永和智控","YHZK","2016.04.28",1,"640108","机械设备","通用设备","金属制品"
"002796.SZ","世嘉科技","SJKJ","2016.05.10",1,"730204","通信","通信设备","通信网络设备及器件"
"002797.SZ","第一创业","DYCY","2016.05.11",1,"490101","非银金融","证券Ⅱ","证券Ⅲ"
"002799.SZ","环球印务","HQYW","2016.06.08",1,"360205","轻工制造","包装印刷","纸包装"
"002801.SZ","微光股份","WGGF","2016.06.22",1,"630101","电力设备","电机Ⅱ","电机Ⅲ"
"002802.SZ","洪汇新材","HHXC","2016.06.29",1,"220309","基础化工","化学制品","其他化学制品"
"002805.SZ","丰元股份","FYGF","2016.07.07",1,"630702","电力设备","电池","电池化学品"
"002808.SZ","ST恒久","STHJ","2016.08.12",1,"270303","电子","光学光电子","光学元件"
"002809.SZ","红墙股份","HQGF","2016.08.23",1,"220309","基础化工","化学制品","其他化学制品"
"002810.SZ","山东赫达","SDHD","2016.08.26",1,"220309","基础化工","化学制品","其他化学制品"
"002815.SZ","崇达技术","CDJS","2016.10.12",1,"270202","电子","元件","印制电路板"
"002818.SZ","富森美","FSM","2016.11.09",1,"450304","商贸零售","一般零售","商业物业经营"
"002819.SZ","东方中科","DFZK","2016.11.11",1,"640107","机械设备","通用设备","仪器仪表"
"002820.SZ","桂发祥","GFX","2016.11.18",1,"340802","食品饮料","休闲食品","烘焙食品"
"002824.SZ","和胜股份","HSGF","2017.01.12",1,"240301","有色金属","工业金属","铝"
"002825.SZ","纳尔股份","NEGF","2016.11.29",1,"220501","基础化工","塑料","其他塑料制品"
"002826.SZ","易明医药","YMYY","2016.12.09",1,"370102","医药生物","化学制药","化学制剂"
"002827.SZ","高争民爆","GZMB","2016.12.09",1,"220307","基础化工","化学制品","民爆制品"
"002829.SZ","星网宇达","XWYD","2016.12.13",1,"650101","国防军工","航天装备Ⅱ","航天装备Ⅲ"
"002831.SZ","裕同科技","YTKJ","2016.12.16",1,"360205","轻工制造","包装印刷","纸包装"
"002832.SZ","比音勒芬","BYLF","2016.12.23",1,"350209","纺织服饰","服装家纺","非运动服装"
"002833.SZ","弘亚数控","HYSK","2016.12.28",1,"640209","机械设备","专用设备","其他专用设备"
"002835.SZ","同为股份","TWGF","2016.12.28",1,"710102","计算机","计算机设备","安防设备"
"002836.SZ","新宏泽","XHZ","2016.12.29",1,"360205","轻工制造","包装印刷","纸包装"
"002837.SZ","英维克","YWK","2016.12.29",1,"640209","机械设备","专用设备","其他专用设备"
"002840.SZ","华统股份","HTGF","2017.01.10",1,"340401","食品饮料","食品加工","肉制品"
"002841.SZ","视源股份","SYGF","2017.01.19",1,"270503","电子","消费电子","品牌消费电子"
"002843.SZ","泰嘉股份","TJGF","2017.01.20",1,"640108","机械设备","通用设备","金属制品"
"002845.SZ","同兴达","TXD","2017.01.25",1,"270301","电子","光学光电子","面板"
"002846.SZ","英联股份","YLGF","2017.02.07",1,"360203","轻工制造","包装印刷","金属包装"
"002849.SZ","威星智能","WXZN","2017.02.17",1,"640107","机械设备","通用设备","仪器仪表"
"002850.SZ","科达利","KDL","2017.03.02",1,"630701","电力设备","电池","锂电池"
"002851.SZ","麦格米特","MGMT","2017.03.06",1,"630306","电力设备","其他电源设备Ⅱ","其他电源设备Ⅲ"
"002852.SZ","道道全","DDQ","2017.03.10",1,"110502","农林牧渔","农产品加工","粮油加工"
"002853.SZ","皮阿诺","PAN","2017.03.10",1,"360308","轻工制造","家居用品","定制家居"
"002855.SZ","捷荣技术","JRJS","2017.03.21",1,"270504","电子","消费电子","消费电子零部件及组装"
"002856.SZ","美芝股份","MZGF","2017.03.20",1,"620201","建筑装饰","装修装饰Ⅱ","装修装饰Ⅲ"
"002857.SZ","三晖电气","SHDQ","2017.03.23",1,"630804","电力设备","电网设备","电工仪器仪表"
"002858.SZ","力盛体育","LSTY","2017.03.24",1,"460601","社会服务","体育Ⅱ","体育Ⅲ"
"002859.SZ","洁美科技","JMKJ","2017.04.07",1,"270401","电子","其他电子Ⅱ","其他电子Ⅲ"
"002861.SZ","瀛通通讯","YTTX","2017.04.13",1,"270504","电子","消费电子","消费电子零部件及组装"
"002862.SZ","实丰文化","SFWH","2017.04.11",1,"360502","轻工制造","文娱用品","娱乐用品"
"002863.SZ","今飞凯达","JFKD","2017.04.18",1,"280204","汽车","汽车零部件","轮胎轮毂"
"002864.SZ","盘龙药业","PLYY","2017.11.16",1,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"002865.SZ","钧达股份","JDGF","2017.04.25",1,"630502","电力设备","光伏设备","光伏电池组件"
"002866.SZ","传艺科技","CYKJ","2017.04.26",1,"270504","电子","消费电子","消费电子零部件及组装"
"002867.SZ","周大生","ZDS","2017.04.27",1,"350301","纺织服饰","饰品","钟表珠宝"
"002868.SZ","绿康生化","LKSH","2017.05.03",1,"110801","农林牧渔","动物保健Ⅱ","动物保健Ⅲ"
"002869.SZ","金溢科技","JYKJ","2017.05.15",1,"710103","计算机","计算机设备","其他计算机设备"
"002871.SZ","伟隆股份","WLGF","2017.05.11",1,"640108","机械设备","通用设备","金属制品"
"002872.SZ","ST天圣","STTS","2017.05.19",1,"370102","医药生物","化学制药","化学制剂"
"002873.SZ","新天药业","XTYY","2017.05.19",1,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"002875.SZ","安奈儿","ANE","2017.06.01",1,"350209","纺织服饰","服装家纺","非运动服装"
"002876.SZ","三利谱","SLP","2017.05.25",1,"270301","电子","光学光电子","面板"
"002877.SZ","智能自控","ZNZK","2017.06.05",1,"640108","机械设备","通用设备","金属制品"
"002878.SZ","元隆雅图","YLYT","2017.06.06",1,"720501","传媒","广告营销","营销代理"
"002881.SZ","美格智能","MGZN","2017.06.22",1,"730206","通信","通信设备","通信终端及配件"
"002882.SZ","金龙羽","JLY","2017.07.17",1,"630805","电力设备","电网设备","线缆部件及其他"
"002883.SZ","中设股份","ZSGF","2017.06.20",1,"620601","建筑装饰","工程咨询服务Ⅱ","工程咨询服务Ⅲ"
"002884.SZ","凌霄泵业","LXBY","2017.07.11",1,"640106","机械设备","通用设备","其他通用设备"
"002885.SZ","京泉华","JQH","2017.06.27",1,"270401","电子","其他电子Ⅱ","其他电子Ⅲ"
"002886.SZ","沃特股份","WTGF","2017.06.27",1,"220503","基础化工","塑料","改性塑料"
"002887.SZ","绿茵生态","LYST","2017.08.01",1,"760104","环保","环境治理","综合环境治理"
"002891.SZ","中宠股份","ZCGF","2017.08.21",1,"110404","农林牧渔","饲料","宠物食品"
"002892.SZ","科力尔","KLE","2017.08.17",1,"630101","电力设备","电机Ⅱ","电机Ⅲ"
"002893.SZ","京能热力","JNRL","2017.09.15",1,"410104","公用事业","电力","热力服务"
"002895.SZ","川恒股份","CHGF","2017.08.25",1,"220802","基础化工","农化制品","磷肥及磷化工"
"002896.SZ","中大力德","ZDLD","2017.08.29",1,"640108","机械设备","通用设备","金属制品"
"002899.SZ","英派斯","YPS","2017.09.15",1,"360502","轻工制造","文娱用品","娱乐用品"
"002900.SZ","哈三联","HSL","2017.09.22",1,"370102","医药生物","化学制药","化学制剂"
"002901.SZ","大博医疗","DBYL","2017.09.22",1,"370503","医药生物","医疗器械","医疗耗材"
"002902.SZ","铭普光磁","MPGC","2017.09.29",1,"730204","通信","通信设备","通信网络设备及器件"
"002903.SZ","宇环数控","YHSK","2017.10.13",1,"640101","机械设备","通用设备","机床工具"
"002905.SZ","金逸影视","JYYS","2017.10.16",1,"720602","传媒","影视院线","院线"
"002906.SZ","华阳集团","HYJT","2017.10.13",1,"280206","汽车","汽车零部件","汽车电子电气系统"
"002908.SZ","德生科技","DSKJ","2017.10.20",1,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"002909.SZ","集泰股份","JTGF","2017.10.26",1,"220316","基础化工","化学制品","有机硅"
"002910.SZ","庄园牧场","ZYMC","2017.10.31",1,"340702","食品饮料","饮料乳品","乳品"
"002911.SZ","佛燃能源","FRNY","2017.11.22",1,"410301","公用事业","燃气Ⅱ","燃气Ⅲ"
"002912.SZ","中新赛克","ZXSK","2017.11.21",1,"710103","计算机","计算机设备","其他计算机设备"
"002913.SZ","奥士康","ASK","2017.12.01",1,"270202","电子","元件","印制电路板"
"002915.SZ","中欣氟材","ZXFC","2017.12.05",1,"220311","基础化工","化学制品","氟化工"
"002916.SZ","深南电路","SNDL","2017.12.13",1,"270202","电子","元件","印制电路板"
"002917.SZ","金奥博","JAB","2017.12.08",1,"220307","基础化工","化学制品","民爆制品"
"002918.SZ","蒙娜丽莎","MNLS","2017.12.19",1,"360306","轻工制造","家居用品","瓷砖地板"
"002919.SZ","名臣健康","MCJK","2017.12.18",1,"720401","传媒","游戏Ⅱ","游戏Ⅲ"
"002921.SZ","联诚精密","LCJM","2017.12.27",1,"280205","汽车","汽车零部件","其他汽车零部件"
"002922.SZ","伊戈尔","YGE","2017.12.29",1,"270401","电子","其他电子Ⅱ","其他电子Ⅲ"
"002923.SZ","润都股份","RDGF","2018.01.05",1,"370102","医药生物","化学制药","化学制剂"
"002925.SZ","盈趣科技","YQKJ","2018.01.15",1,"270504","电子","消费电子","消费电子零部件及组装"
"002926.SZ","华西证券","HXZQ","2018.02.05",1,"490101","非银金融","证券Ⅱ","证券Ⅲ"
"002927.SZ","泰永长征","TYCZ","2018.02.23",1,"630802","电力设备","电网设备","配电设备"
"002928.SZ","华夏航空","HXHK","2018.03.02",1,"421001","交通运输","航空机场","航空运输"
"002929.SZ","润建股份","RJGF","2018.03.01",1,"730103","通信","通信服务","通信工程及服务"
"002930.SZ","宏川智慧","HCZH","2018.03.28",1,"420806","交通运输","物流","仓储物流"
"002931.SZ","锋龙股份","FLGF","2018.04.03",1,"640108","机械设备","通用设备","金属制品"
"002932.SZ","明德生物","MDSW","2018.07.10",1,"370504","医药生物","医疗器械","体外诊断"
"002933.SZ","新兴装备","XXZB","2018.08.28",1,"650201","国防军工","航空装备Ⅱ","航空装备Ⅲ"
"002935.SZ","天奥电子","TADZ","2018.09.03",1,"650501","国防军工","军工电子Ⅱ","军工电子Ⅲ"
"002936.SZ","郑州银行","ZZYH","2018.09.19",1,"480401","银行","城商行Ⅱ","城商行Ⅲ"
"002937.SZ","兴瑞科技","XRKJ","2018.09.26",1,"280206","汽车","汽车零部件","汽车电子电气系统"
"002939.SZ","长城证券","CCZQ","2018.10.26",1,"490101","非银金融","证券Ⅱ","证券Ⅲ"
"002940.SZ","昂利康","ALK","2018.10.23",1,"370102","医药生物","化学制药","化学制剂"
"002941.SZ","新疆交建","XJJJ","2018.11.28",1,"620306","建筑装饰","基础建设","基建市政工程"
"002942.SZ","新农股份","XNGF","2018.12.05",1,"220803","基础化工","农化制品","农药"
"002943.SZ","宇晶股份","YJGF","2018.11.29",1,"640101","机械设备","通用设备","机床工具"
"002945.SZ","华林证券","HLZQ","2019.01.17",1,"490101","非银金融","证券Ⅱ","证券Ⅲ"
"002947.SZ","恒铭达","HMD","2019.02.01",1,"270504","电子","消费电子","消费电子零部件及组装"
"002952.SZ","亚世光电","YSGD","2019.03.28",1,"270301","电子","光学光电子","面板"
"002953.SZ","日丰股份","RFGF","2019.05.09",1,"630805","电力设备","电网设备","线缆部件及其他"
"002957.SZ","科瑞技术","KRJS","2019.07.26",1,"640702","机械设备","自动化设备","工控设备"
"002958.SZ","青农商行","QNSH","2019.03.26",1,"480501","银行","农商行Ⅱ","农商行Ⅲ"
"002961.SZ","瑞达期货","RDQH","2019.09.05",1,"490303","非银金融","多元金融","期货"
"002962.SZ","五方光电","WFGD","2019.09.17",1,"270303","电子","光学光电子","光学元件"
"002963.SZ","豪尔赛","HES","2019.10.28",1,"620201","建筑装饰","装修装饰Ⅱ","装修装饰Ⅲ"
"002965.SZ","祥鑫科技","XXKJ","2019.10.25",1,"280205","汽车","汽车零部件","其他汽车零部件"
"002966.SZ","苏州银行","SZYH","2019.08.02",1,"480401","银行","城商行Ⅱ","城商行Ⅲ"
"002968.SZ","新大正","XDZ","2019.12.03",1,"430301","房地产","房地产服务","物业管理"
"002969.SZ","嘉美包装","JMBZ","2019.12.02",1,"360203","轻工制造","包装印刷","金属包装"
"002971.SZ","和远气体","HYQT","2020.01.13",1,"220309","基础化工","化学制品","其他化学制品"
"002972.SZ","科安达","KAD","2019.12.27",1,"640501","机械设备","轨交设备Ⅱ","轨交设备Ⅲ"
"002973.SZ","侨银股份","QYGF","2020.01.06",1,"760103","环保","环境治理","固废治理"
"002977.SZ","天箭科技","TJKJ","2020.03.17",1,"650501","国防军工","军工电子Ⅱ","军工电子Ⅲ"
"002978.SZ","安宁股份","ANGF","2020.04.17",1,"240504","有色金属","小金属","其他小金属"
"002979.SZ","雷赛智能","LSZN","2020.04.08",1,"640701","机械设备","自动化设备","机器人"
"002980.SZ","华盛昌","HSC","2020.04.15",1,"630804","电力设备","电网设备","电工仪器仪表"
"002983.SZ","芯瑞达","XRD","2020.04.28",1,"270302","电子","光学光电子","LED"
"002984.SZ","森麒麟","SQL","2020.09.11",1,"280204","汽车","汽车零部件","轮胎轮毂"
"002985.SZ","北摩高科","BMGK","2020.04.29",1,"650201","国防军工","航空装备Ⅱ","航空装备Ⅲ"
"002987.SZ","京北方","JBF","2020.05.07",1,"710401","计算机","软件开发","垂直应用软件"
"002990.SZ","盛视科技","SSKJ","2020.05.25",1,"710103","计算机","计算机设备","其他计算机设备"
"002991.SZ","甘源食品","GYSP","2020.07.31",1,"340801","食品饮料","休闲食品","零食"
"002992.SZ","宝明科技","BMKJ","2020.08.03",1,"270302","电子","光学光电子","LED"
"002993.SZ","奥海科技","AHKJ","2020.08.17",1,"270504","电子","消费电子","消费电子零部件及组装"
"002995.SZ","天地在线","TDZX","2020.08.05",1,"720501","传媒","广告营销","营销代理"
"002997.SZ","瑞鹄模具","RHMJ","2020.09.03",1,"280205","汽车","汽车零部件","其他汽车零部件"
"002998.SZ","优彩资源","YCZY","2020.09.25",1,"220401","基础化工","化学纤维","涤纶"
"003000.SZ","劲仔食品","JZSP","2020.09.14",1,"340801","食品饮料","休闲食品","零食"
"003001.SZ","中岩大地","ZYDD","2020.10.13",1,"620404","建筑装饰","专业工程","其他专业工程"
"003002.SZ","壶化股份","HHGF","2020.09.22",1,"220307","基础化工","化学制品","民爆制品"
"003003.SZ","天元股份","TYGF","2020.09.21",1,"360206","轻工制造","包装印刷","综合包装"
"003004.SZ","声迅股份","SXGF","2020.11.26",1,"710102","计算机","计算机设备","安防设备"
"003005.SZ","竞业达","JYD","2020.09.22",1,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"003006.SZ","百亚股份","BYGF","2020.09.21",1,"770101","美容护理","个护用品","生活用纸"
"003007.SZ","直真科技","ZZKJ","2020.09.23",1,"710401","计算机","软件开发","垂直应用软件"
"003008.SZ","开普检测","KPJC","2020.09.23",1,"460802","社会服务","专业服务","检测服务"
"003009.SZ","中天火箭","ZTHJ","2020.09.25",1,"650101","国防军工","航天装备Ⅱ","航天装备Ⅲ"
"003010.SZ","若羽臣","RYC","2020.09.25",1,"450603","商贸零售","互联网电商","电商服务"
"003011.SZ","海象新材","HXXC","2020.09.30",1,"360306","轻工制造","家居用品","瓷砖地板"
"003012.SZ","东鹏控股","DPKG","2020.10.19",1,"360306","轻工制造","家居用品","瓷砖地板"
"003015.SZ","日久光电","RJGD","2020.10.21",1,"270303","电子","光学光电子","光学元件"
"003016.SZ","欣贺股份","XHGF","2020.10.26",1,"350209","纺织服饰","服装家纺","非运动服装"
"003017.SZ","大洋生物","DYSW","2020.10.26",1,"220203","基础化工","化学原料","无机盐"
"003020.SZ","立方制药","LFZY","2020.12.15",1,"370102","医药生物","化学制药","化学制剂"
"003021.SZ","兆威机电","ZWJD","2020.12.04",1,"630101","电力设备","电机Ⅱ","电机Ⅲ"
"003023.SZ","彩虹集团","CHJT","2020.12.11",1,"330303","家用电器","小家电","个护小家电"
"003025.SZ","思进智能","SJZN","2020.12.11",1,"640101","机械设备","通用设备","机床工具"
"003026.SZ","中晶科技","ZJKJ","2020.12.18",1,"270103","电子","半导体","半导体材料"
"003028.SZ","振邦智能","ZBZN","2020.12.28",1,"330601","家用电器","家电零部件Ⅱ","家电零部件Ⅲ"
"003029.SZ","吉大正元","JDZY","2020.12.24",1,"710401","计算机","软件开发","垂直应用软件"
"003031.SZ","中瓷电子","ZCDZ","2021.01.04",1,"730206","通信","通信设备","通信终端及配件"
"003032.SZ","传智教育","CZJY","2021.01.12",1,"461102","社会服务","教育","培训教育"
"003033.SZ","征和工业","ZHGY","2021.01.11",1,"280402","汽车","摩托车及其他","摩托车"
"003035.SZ","南网能源","NWNY","2021.01.19",1,"410110","公用事业","电力","电能综合服务"
"003036.SZ","泰坦股份","TTGF","2021.01.28",1,"640206","机械设备","专用设备","纺织服装设备"
"003037.SZ","三和管桩","SHGZ","2021.02.04",1,"610102","建筑材料","水泥","水泥制品"
"003038.SZ","鑫铂股份","XBGF","2021.02.10",1,"240301","有色金属","工业金属","铝"
"003039.SZ","顺控发展","SKFZ","2021.03.08",1,"760102","环保","环境治理","水务及水治理"
"003041.SZ","真爱美家","ZAMJ","2021.04.06",1,"350206","纺织服饰","服装家纺","家纺"
"003043.SZ","华亚智能","HYZN","2021.04.06",1,"270108","电子","半导体","半导体设备"
"003816.SZ","中国广核","ZGGH","2019.08.26",1,"410108","公用事业","电力","核力发电"
"300001.SZ","特锐德","TRD","2009.10.30",6,"630801","电力设备","电网设备","输变电设备"
"300003.SZ","乐普医疗","LPYL","2009.10.30",6,"370503","医药生物","医疗器械","医疗耗材"
"300005.SZ","探路者","TLZ","2009.10.30",6,"350208","纺织服饰","服装家纺","运动服装"
"300006.SZ","莱美药业","LMYY","2009.10.30",6,"370102","医药生物","化学制药","化学制剂"
"300007.SZ","汉威科技","HWKJ","2009.10.30",6,"640107","机械设备","通用设备","仪器仪表"
"300008.SZ","天海防务","THFW","2009.10.30",6,"650401","国防军工","航海装备Ⅱ","航海装备Ⅲ"
"300009.SZ","安科生物","AKSW","2009.10.30",6,"370304","医药生物","生物制品","其他生物制品"
"300011.SZ","鼎汉技术","DHJS","2009.10.30",6,"640501","机械设备","轨交设备Ⅱ","轨交设备Ⅲ"
"300012.SZ","华测检测","HCJC","2009.10.30",6,"460802","社会服务","专业服务","检测服务"
"300014.SZ","亿纬锂能","YWLN","2009.10.30",6,"630701","电力设备","电池","锂电池"
"300015.SZ","爱尔眼科","AEYK","2009.10.30",6,"370604","医药生物","医疗服务","医院"
"300016.SZ","北陆药业","BLYY","2009.10.30",6,"370102","医药生物","化学制药","化学制剂"
"300018.SZ","中元股份","ZYGF","2009.10.30",6,"630803","电力设备","电网设备","电网自动化设备"
"300021.SZ","大禹节水","DYJS","2009.10.30",6,"110901","农林牧渔","农业综合Ⅱ","农业综合Ⅲ"
"300022.SZ","吉峰科技","JFKJ","2009.10.30",6,"450401","商贸零售","专业连锁Ⅱ","专业连锁Ⅲ"
"300024.SZ","机器人","JQR","2009.10.30",6,"640701","机械设备","自动化设备","机器人"
"300025.SZ","华星创业","HXCY","2009.10.30",6,"730103","通信","通信服务","通信工程及服务"
"300026.SZ","红日药业","HRYY","2009.10.30",6,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"300027.SZ","华谊兄弟","HYXD","2009.10.30",6,"720601","传媒","影视院线","影视动漫制作"
"300033.SZ","同花顺","THS","2009.12.25",6,"710401","计算机","软件开发","垂直应用软件"
"300034.SZ","钢研高纳","GYGN","2009.12.25",6,"650201","国防军工","航空装备Ⅱ","航空装备Ⅲ"
"300035.SZ","中科电气","ZKDQ","2009.12.25",6,"630702","电力设备","电池","电池化学品"
"300036.SZ","超图软件","CTRJ","2009.12.25",6,"710402","计算机","软件开发","横向通用软件"
"300037.SZ","新宙邦","XZB","2010.01.08",6,"630702","电力设备","电池","电池化学品"
"300039.SZ","上海凯宝","SHKB","2010.01.08",6,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"300040.SZ","九洲集团","JZJT","2010.01.08",6,"410110","公用事业","电力","电能综合服务"
"300041.SZ","回天新材","HTXC","2010.01.08",6,"220316","基础化工","化学制品","有机硅"
"300042.SZ","朗科科技","LKKJ","2010.01.08",6,"710103","计算机","计算机设备","其他计算机设备"
"300043.SZ","星辉娱乐","XHYL","2010.01.20",6,"720401","传媒","游戏Ⅱ","游戏Ⅲ"
"300044.SZ","赛为智能","SWZN","2010.01.20",6,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"300046.SZ","台基股份","TJGF","2010.01.20",6,"270102","电子","半导体","分立器件"
"300048.SZ","合康新能","HKXN","2010.01.20",6,"640702","机械设备","自动化设备","工控设备"
"300049.SZ","福瑞股份","FRGF","2010.01.20",6,"370502","医药生物","医疗器械","医疗设备"
"300053.SZ","航宇微","HYW","2010.02.11",6,"270104","电子","半导体","数字芯片设计"
"300054.SZ","鼎龙股份","DLGF","2010.02.11",6,"270601","电子","电子化学品Ⅱ","电子化学品Ⅲ"
"300055.SZ","万邦达","WBD","2010.02.26",6,"750303","石油石化","炼化及贸易","其他石化"
"300057.SZ","万顺新材","WSXC","2010.02.26",6,"240301","有色金属","工业金属","铝"
"300059.SZ","东方财富","DFCF","2010.03.19",6,"490101","非银金融","证券Ⅱ","证券Ⅲ"
"300061.SZ","旗天科技","QTKJ","2010.03.19",6,"720501","传媒","广告营销","营销代理"
"300062.SZ","中能电气","ZNDQ","2010.03.19",6,"630801","电力设备","电网设备","输变电设备"
"300063.SZ","天龙集团","TLJT","2010.03.26",6,"720501","传媒","广告营销","营销代理"
"300065.SZ","海兰信","HLX","2010.03.26",6,"650401","国防军工","航海装备Ⅱ","航海装备Ⅲ"
"300066.SZ","三川智慧","SCZH","2010.03.26",6,"640107","机械设备","通用设备","仪器仪表"
"300067.SZ","安诺其","ANQ","2010.04.21",6,"220308","基础化工","化学制品","纺织化学制品"
"300068.SZ","南都电源","NDDY","2010.04.21",6,"630705","电力设备","电池","蓄电池及其他电池"
"300070.SZ","碧水源","BSY","2010.04.21",6,"760102","环保","环境治理","水务及水治理"
"300071.SZ","福石控股","FSKG","2010.04.21",6,"720501","传媒","广告营销","营销代理"
"300073.SZ","当升科技","DSKJ","2010.04.27",6,"630702","电力设备","电池","电池化学品"
"300075.SZ","数字政通","SZZT","2010.04.27",6,"710401","计算机","软件开发","垂直应用软件"
"300076.SZ","GQY视讯","GQYSX","2010.04.30",6,"270301","电子","光学光电子","面板"
"300077.SZ","国民技术","GMJS","2010.04.30",6,"270104","电子","半导体","数字芯片设计"
"300079.SZ","数码视讯","SMSX","2010.04.30",6,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"300080.SZ","易成新能","YCXN","2010.06.25",6,"630502","电力设备","光伏设备","光伏电池组件"
"300081.SZ","恒信东方","HXDF","2010.05.20",6,"730104","通信","通信服务","通信应用增值服务"
"300082.SZ","奥克股份","AKGF","2010.05.20",6,"220204","基础化工","化学原料","其他化学原料"
"300083.SZ","创世纪","CSJ","2010.05.20",6,"640702","机械设备","自动化设备","工控设备"
"300084.SZ","海默科技","HMKJ","2010.05.20",6,"640203","机械设备","专用设备","能源及重型设备"
"300086.SZ","康芝药业","KZYY","2010.05.26",6,"370102","医药生物","化学制药","化学制剂"
"300087.SZ","荃银高科","QYGK","2010.05.26",6,"110101","农林牧渔","种植业","种子"
"300091.SZ","金通灵","JTL","2010.06.25",6,"640106","机械设备","通用设备","其他通用设备"
"300092.SZ","科新机电","KXJD","2010.07.08",6,"640203","机械设备","专用设备","能源及重型设备"
"300094.SZ","国联水产","GLSC","2010.07.08",6,"110202","农林牧渔","渔业","水产养殖"
