secu_code,secu_abbr,chi_spelling,listed_date,listed_sector,industry_code,first_industry_name,second_industry_name,third_industry_name
"000001.SZ","平安银行","PAYH","1991.04.03",1,"480301","银行","股份制银行Ⅱ","股份制银行Ⅲ"
"000002.SZ","万科A","WKA","1991.01.29",1,"430101","房地产","房地产开发","住宅开发"
"000004.SZ","国华网安","GHWA","1990.12.01",1,"710402","计算机","软件开发","横向通用软件"
"000006.SZ","深振业A","SZYA","1992.04.27",1,"430101","房地产","房地产开发","住宅开发"
"000008.SZ","神州高铁","SZGT","1992.05.07",1,"640501","机械设备","轨交设备Ⅱ","轨交设备Ⅲ"
"000011.SZ","深物业A","SWYA","1992.03.30",1,"430101","房地产","房地产开发","住宅开发"
"000012.SZ","南玻A","NBA","1992.02.28",1,"610201","建筑材料","玻璃玻纤","玻璃制造"
"000014.SZ","沙河股份","SHGF","1992.06.02",1,"430101","房地产","房地产开发","住宅开发"
"000016.SZ","深康佳A","SKJA","1992.03.27",1,"330106","家用电器","白色家电","冰洗"
"000019.SZ","深粮控股","SLKG","1992.10.12",1,"110502","农林牧渔","农产品加工","粮油加工"
"000021.SZ","深科技","SKJ","1994.02.02",1,"270504","电子","消费电子","消费电子零部件及组装"
"000027.SZ","深圳能源","SZNY","1993.09.03",1,"410101","公用事业","电力","火力发电"
"000028.SZ","国药一致","GYYZ","1993.08.09",1,"370402","医药生物","医药商业","医药流通"
"000030.SZ","富奥股份","FAGF","1993.09.29",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"000031.SZ","大悦城","DYC","1993.10.08",1,"430102","房地产","房地产开发","商业地产"
"000032.SZ","深桑达A","SSDA","1993.10.28",1,"620404","建筑装饰","专业工程","其他专业工程"
"000035.SZ","中国天楹","ZGTY","1994.04.08",1,"760103","环保","环境治理","固废治理"
"000036.SZ","华联控股","HLKG","1994.06.17",1,"430101","房地产","房地产开发","住宅开发"
"000042.SZ","中洲控股","ZZKG","1994.09.21",1,"430101","房地产","房地产开发","住宅开发"
"000048.SZ","京基智农","JJZN","1994.11.01",1,"430101","房地产","房地产开发","住宅开发"
"000050.SZ","深天马A","STMA","1995.03.15",1,"270301","电子","光学光电子","面板"
"000055.SZ","方大集团","FDJT","1996.04.15",1,"610303","建筑材料","装修建材","其他建材"
"000056.SZ","皇庭国际","HTGJ","1996.07.08",1,"430301","房地产","房地产服务","物业管理"
"000058.SZ","深赛格","SSG","1996.12.26",1,"450304","商贸零售","一般零售","商业物业经营"
"000059.SZ","华锦股份","HJGF","1997.01.30",1,"750301","石油石化","炼化及贸易","炼油化工"
"000060.SZ","中金岭南","ZJLN","1997.01.23",1,"240303","有色金属","工业金属","铅锌"
"000065.SZ","北方国际","BFGJ","1998.06.05",1,"620403","建筑装饰","专业工程","国际工程"
"000069.SZ","华侨城A","HQCA","1997.09.10",1,"430102","房地产","房地产开发","商业地产"
"000078.SZ","海王生物","HWSW","1998.12.18",1,"370402","医药生物","医药商业","医药流通"
"000088.SZ","盐田港","YTG","1997.07.28",1,"421102","交通运输","航运港口","港口"
"000089.SZ","深圳机场","SZJC","1998.04.20",1,"421002","交通运输","航空机场","机场"
"000090.SZ","天健集团","TJJT","1999.07.21",1,"430101","房地产","房地产开发","住宅开发"
"000096.SZ","广聚能源","GJNY","2000.07.24",1,"750302","石油石化","炼化及贸易","油品石化贸易"
"000100.SZ","TCL科技","TCLKJ","2004.01.30",1,"270301","电子","光学光电子","面板"
"000151.SZ","中成股份","ZCGF","2000.09.06",1,"450201","商贸零售","贸易Ⅱ","贸易Ⅲ"
"000153.SZ","丰原药业","FYYY","2000.09.20",1,"370102","医药生物","化学制药","化学制剂"
"000155.SZ","川能动力","CNDL","2000.09.26",1,"410107","公用事业","电力","风力发电"
"000156.SZ","华数传媒","HSCM","2000.09.06",1,"721001","传媒","电视广播Ⅱ","电视广播Ⅲ"
"000158.SZ","常山北明","CSBM","2000.07.24",1,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"000159.SZ","国际实业","GJSY","2000.09.26",1,"630504","电力设备","光伏设备","光伏辅材"
"000166.SZ","申万宏源","SWHY","2015.01.26",1,"490101","非银金融","证券Ⅱ","证券Ⅲ"
"000301.SZ","东方盛虹","DFSH","2000.05.29",1,"750301","石油石化","炼化及贸易","炼油化工"
"000333.SZ","美的集团","MDJT","2013.09.18",1,"330102","家用电器","白色家电","空调"
"000338.SZ","潍柴动力","WCDL","2007.04.30",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"000400.SZ","许继电气","XJDQ","1997.04.18",1,"630803","电力设备","电网设备","电网自动化设备"
"000401.SZ","冀东水泥","JDSN","1996.06.14",1,"610101","建筑材料","水泥","水泥制造"
"000402.SZ","金融街","JRJ","1996.06.26",1,"430102","房地产","房地产开发","商业地产"
"000403.SZ","派林生物","PLSW","1996.06.28",1,"370302","医药生物","生物制品","血液制品"
"000408.SZ","藏格矿业","ZGKY","1996.06.28",1,"240603","有色金属","能源金属","锂"
"000409.SZ","云鼎科技","YDKJ","1996.06.27",1,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"000410.SZ","沈阳机床","SYJC","1996.07.18",1,"640101","机械设备","通用设备","机床工具"
"000411.SZ","英特集团","YTJT","1996.07.16",1,"370402","医药生物","医药商业","医药流通"
"000419.SZ","通程控股","TCKG","1996.08.16",1,"450303","商贸零售","一般零售","多业态零售"
"000420.SZ","吉林化纤","JLHX","1996.08.02",1,"220403","基础化工","化学纤维","粘胶"
"000421.SZ","南京公用","NJGY","1996.08.06",1,"510101","综合","综合Ⅱ","综合Ⅲ"
"000422.SZ","湖北宜化","HBYH","1996.08.15",1,"220801","基础化工","农化制品","氮肥"
"000423.SZ","东阿阿胶","DEEJ","1996.07.29",1,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"000425.SZ","徐工机械","XGJX","1996.08.28",1,"640601","机械设备","工程机械","工程机械整机"
"000426.SZ","兴业银锡","XYYX","1996.08.28",1,"240303","有色金属","工业金属","铅锌"
"000428.SZ","华天酒店","HTJD","1996.08.08",1,"460901","社会服务","酒店餐饮","酒店"
"000429.SZ","粤高速A","YGSA","1998.02.20",1,"420901","交通运输","铁路公路","高速公路"
"000430.SZ","张家界","ZJJ","1996.08.29",1,"461003","社会服务","旅游及景区","自然景区"
"000498.SZ","山东路桥","SDLQ","1997.06.09",1,"620306","建筑装饰","基础建设","基建市政工程"
"000501.SZ","武商集团","WSJT","1992.11.20",1,"450301","商贸零售","一般零售","百货"
"000503.SZ","国新健康","GXJK","1992.11.30",1,"710401","计算机","软件开发","垂直应用软件"
"000504.SZ","南华生物","NHSW","1992.12.08",1,"370605","医药生物","医疗服务","其他医疗服务"
"000505.SZ","京粮控股","JLKG","1992.12.21",1,"110502","农林牧渔","农产品加工","粮油加工"
"000507.SZ","珠海港","ZHG","1993.03.26",1,"410107","公用事业","电力","风力发电"
"000509.SZ","华塑控股","HSKG","1993.05.07",1,"270301","电子","光学光电子","面板"
"000510.SZ","新金路","XJL","1993.05.07",1,"220202","基础化工","化学原料","氯碱"
"000514.SZ","渝开发","YKF","1993.07.12",1,"430101","房地产","房地产开发","住宅开发"
"000516.SZ","国际医学","GJYX","1993.08.09",1,"370604","医药生物","医疗服务","医院"
"000517.SZ","荣安地产","RADC","1993.08.06",1,"430101","房地产","房地产开发","住宅开发"
"000519.SZ","中兵红箭","ZBHJ","1993.10.08",1,"650301","国防军工","地面兵装Ⅱ","地面兵装Ⅲ"
"000520.SZ","凤凰航运","FHHY","1993.10.25",1,"421101","交通运输","航运港口","航运"
"000526.SZ","学大教育","XDJY","1993.11.01",1,"461102","社会服务","教育","培训教育"
"000529.SZ","广弘控股","GHKG","1993.11.18",1,"340401","食品饮料","食品加工","肉制品"
"000531.SZ","穗恒运A","SHYA","1994.01.06",1,"410101","公用事业","电力","火力发电"
"000532.SZ","华金资本","HJZB","1994.01.03",1,"490307","非银金融","多元金融","资产管理"
"000534.SZ","万泽股份","WZGF","1994.01.10",1,"370304","医药生物","生物制品","其他生物制品"
"000538.SZ","云南白药","YNBY","1993.12.15",1,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"000541.SZ","佛山照明","FSZM","1993.11.23",1,"330501","家用电器","照明设备Ⅱ","照明设备Ⅲ"
"000544.SZ","中原环保","ZYHB","1993.12.08",1,"760102","环保","环境治理","水务及水治理"
"000547.SZ","航天发展","HTFZ","1993.11.30",1,"650501","国防军工","军工电子Ⅱ","军工电子Ⅲ"
"000550.SZ","江铃汽车","JLQC","1993.12.01",1,"280601","汽车","商用车","商用载货车"
"000552.SZ","甘肃能化","GSNH","1994.01.06",1,"740101","煤炭","煤炭开采","动力煤"
"000553.SZ","安道麦A","ADMA","1993.12.03",1,"220803","基础化工","农化制品","农药"
"000554.SZ","泰山石油","TSSY","1993.12.15",1,"750302","石油石化","炼化及贸易","油品石化贸易"
"000557.SZ","西部创业","XBCY","1994.06.17",1,"420903","交通运输","铁路公路","铁路运输"
"000559.SZ","万向钱潮","WXQC","1994.01.10",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"000560.SZ","我爱我家","WAWJ","1994.02.02",1,"430302","房地产","房地产服务","房产租赁经纪"
"000561.SZ","烽火电子","FHDZ","1994.05.09",1,"650201","国防军工","航空装备Ⅱ","航空装备Ⅲ"
"000565.SZ","渝三峡A","YSXA","1994.04.08",1,"220305","基础化工","化学制品","涂料油墨"
"000566.SZ","海南海药","HNHY","1994.05.25",1,"370102","医药生物","化学制药","化学制剂"
"000567.SZ","海德股份","HDGF","1994.05.25",1,"490307","非银金融","多元金融","资产管理"
"000568.SZ","泸州老窖","LZLJ","1994.05.09",1,"340501","食品饮料","白酒Ⅱ","白酒Ⅲ"
"000571.SZ","新大洲A","XDZA","1994.05.25",1,"740101","煤炭","煤炭开采","动力煤"
"000572.SZ","海马汽车","HMQC","1994.08.08",1,"280502","汽车","乘用车","综合乘用车"
"000573.SZ","粤宏远A","YHYA","1994.08.15",1,"430101","房地产","房地产开发","住宅开发"
"000576.SZ","甘化科工","GHKG","1994.09.07",1,"650301","国防军工","地面兵装Ⅱ","地面兵装Ⅲ"
"000581.SZ","威孚高科","WFGK","1998.09.24",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"000582.SZ","北部湾港","BBWG","1995.11.02",1,"421102","交通运输","航运港口","港口"
"000589.SZ","贵州轮胎","GZLT","1996.03.08",1,"280204","汽车","汽车零部件","轮胎轮毂"
"000591.SZ","太阳能","TYN","1996.02.08",1,"410106","公用事业","电力","光伏发电"
"000592.SZ","平潭发展","PTFZ","1996.03.27",1,"110301","农林牧渔","林业Ⅱ","林业Ⅲ"
"000593.SZ","德龙汇能","DLHN","1996.03.12",1,"410301","公用事业","燃气Ⅱ","燃气Ⅲ"
"000595.SZ","宝塔实业","BTSY","1996.04.19",1,"640108","机械设备","通用设备","金属制品"
"000597.SZ","东北制药","DBZY","1996.05.23",1,"370102","医药生物","化学制药","化学制剂"
"000598.SZ","兴蓉环境","XRHJ","1996.05.29",1,"760102","环保","环境治理","水务及水治理"
"000599.SZ","青岛双星","QDSX","1996.04.30",1,"280204","汽车","汽车零部件","轮胎轮毂"
"000600.SZ","建投能源","JTNY","1996.06.06",1,"410101","公用事业","电力","火力发电"
"000603.SZ","盛达资源","SDZY","1996.08.23",1,"240303","有色金属","工业金属","铅锌"
"000605.SZ","渤海股份","BHGF","1996.09.13",1,"760102","环保","环境治理","水务及水治理"
"000607.SZ","华媒控股","HMKG","1996.08.30",1,"720502","传媒","广告营销","广告媒体"
"000608.SZ","阳光股份","YGGF","1996.09.19",1,"430102","房地产","房地产开发","商业地产"
"000617.SZ","中油资本","ZYZB","1996.10.22",1,"490302","非银金融","多元金融","金融控股"
"000619.SZ","海螺新材","HLXC","1996.10.23",1,"610303","建筑材料","装修建材","其他建材"
"000623.SZ","吉林敖东","JLAD","1996.10.28",1,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"000625.SZ","长安汽车","CAQC","1997.06.10",1,"280502","汽车","乘用车","综合乘用车"
"000626.SZ","远大控股","YDKG","1996.11.28",1,"420802","交通运输","物流","原材料供应链服务"
"000627.SZ","天茂集团","TMJT","1996.11.12",1,"490201","非银金融","保险Ⅱ","保险Ⅲ"
"000630.SZ","铜陵有色","TLYS","1996.11.20",1,"240302","有色金属","工业金属","铜"
"000632.SZ","三木集团","SMJT","1996.11.21",1,"510101","综合","综合Ⅱ","综合Ⅲ"
"000633.SZ","合金投资","HJTZ","1996.11.12",1,"240201","有色金属","金属新材料","其他金属新材料"
"000635.SZ","英力特","YLT","1996.11.20",1,"220202","基础化工","化学原料","氯碱"
"000636.SZ","风华高科","FHGK","1996.11.29",1,"270203","电子","元件","被动元件"
"000638.SZ","万方发展","WFFZ","1996.11.26",1,"650501","国防军工","军工电子Ⅱ","军工电子Ⅲ"
"000639.SZ","西王食品","XWSP","1996.11.26",1,"340407","食品饮料","食品加工","保健品"
"000650.SZ","仁和药业","RHYY","1996.12.10",1,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"000652.SZ","泰达股份","TDGF","1996.11.28",1,"510101","综合","综合Ⅱ","综合Ⅲ"
"000655.SZ","金岭矿业","JLKY","1996.11.28",1,"230301","钢铁","冶钢原料","铁矿石"
"000663.SZ","永安林业","YALY","1996.12.06",1,"110301","农林牧渔","林业Ⅱ","林业Ⅲ"
"000665.SZ","湖北广电","HBGD","1996.12.10",1,"721001","传媒","电视广播Ⅱ","电视广播Ⅲ"
"000672.SZ","上峰水泥","SFSN","1996.12.18",1,"610101","建筑材料","水泥","水泥制造"
"000677.SZ","恒天海龙","HTHL","1996.12.26",1,"220403","基础化工","化学纤维","粘胶"
"000678.SZ","襄阳轴承","XYZC","1997.01.06",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"000679.SZ","大连友谊","DLYY","1997.01.24",1,"450301","商贸零售","一般零售","百货"
"000680.SZ","山推股份","STGF","1997.01.22",1,"640601","机械设备","工程机械","工程机械整机"
"000681.SZ","视觉中国","SJZG","1997.01.21",1,"720703","传媒","数字媒体","图片媒体"
"000682.SZ","东方电子","DFDZ","1997.01.21",1,"630803","电力设备","电网设备","电网自动化设备"
"000683.SZ","远兴能源","YXNY","1997.01.31",1,"220201","基础化工","化学原料","纯碱"
"000685.SZ","中山公用","ZSGY","1997.01.23",1,"760102","环保","环境治理","水务及水治理"
"000688.SZ","国城矿业","GCKY","1997.01.20",1,"240303","有色金属","工业金属","铅锌"
"000690.SZ","宝新能源","BXNY","1997.01.28",1,"410101","公用事业","电力","火力发电"
"000695.SZ","滨海能源","BHNY","1997.02.18",1,"630702","电力设备","电池","电池化学品"
"000698.SZ","沈阳化工","SYHG","1997.02.20",1,"750301","石油石化","炼化及贸易","炼油化工"
"000701.SZ","厦门信达","XMXD","1997.02.26",1,"280302","汽车","汽车服务","汽车经销商"
"000702.SZ","正虹科技","ZHKJ","1997.03.18",1,"110402","农林牧渔","饲料","畜禽饲料"
"000705.SZ","浙江震元","ZJZY","1997.04.10",1,"370402","医药生物","医药商业","医药流通"
"000709.SZ","河钢股份","HGGF","1997.04.16",1,"230402","钢铁","普钢","板材"
"000712.SZ","锦龙股份","JLGF","1997.04.15",1,"490101","非银金融","证券Ⅱ","证券Ⅲ"
"000715.SZ","中兴商业","ZXSY","1997.05.08",1,"450301","商贸零售","一般零售","百货"
"000716.SZ","黑芝麻","HZM","1997.04.18",1,"340801","食品饮料","休闲食品","零食"
"000717.SZ","中南股份","ZNGF","1997.05.08",1,"230401","钢铁","普钢","长材"
"000718.SZ","苏宁环球","SNHQ","1997.04.08",1,"430101","房地产","房地产开发","住宅开发"
"000719.SZ","中原传媒","ZYCM","1997.03.31",1,"720902","传媒","出版","大众出版"
"000720.SZ","新能泰山","XNTS","1997.05.09",1,"630805","电力设备","电网设备","线缆部件及其他"
"000721.SZ","西安饮食","XAYS","1997.04.30",1,"460902","社会服务","酒店餐饮","餐饮"
"000722.SZ","湖南发展","HNFZ","1997.05.22",1,"410102","公用事业","电力","水力发电"
"000723.SZ","美锦能源","MJNY","1997.05.15",1,"740201","煤炭","焦炭Ⅱ","焦炭Ⅲ"
"000725.SZ","京东方A","JDFA","2001.01.12",1,"270301","电子","光学光电子","面板"
"000726.SZ","鲁泰A","LTA","2000.12.25",1,"350102","纺织服饰","纺织制造","棉纺"
"000727.SZ","冠捷科技","GJKJ","1997.05.20",1,"270301","电子","光学光电子","面板"
"000728.SZ","国元证券","GYZQ","1997.06.16",1,"490101","非银金融","证券Ⅱ","证券Ⅲ"
"000729.SZ","燕京啤酒","YJPJ","1997.07.16",1,"340601","食品饮料","非白酒","啤酒"
"000731.SZ","四川美丰","SCMF","1997.06.17",1,"220801","基础化工","农化制品","氮肥"
"000733.SZ","振华科技","ZHKJ","1997.07.03",1,"650501","国防军工","军工电子Ⅱ","军工电子Ⅲ"
"000735.SZ","罗牛山","LNS","1997.06.11",1,"110702","农林牧渔","养殖业","生猪养殖"
"000738.SZ","航发控制","HFKZ","1997.06.26",1,"650201","国防军工","航空装备Ⅱ","航空装备Ⅲ"
"000750.SZ","国海证券","GHZQ","1997.07.09",1,"490101","非银金融","证券Ⅱ","证券Ⅲ"
"000751.SZ","锌业股份","XYGF","1997.06.26",1,"240303","有色金属","工业金属","铅锌"
"000753.SZ","漳州发展","ZZFZ","1997.06.26",1,"510101","综合","综合Ⅱ","综合Ⅲ"
"000757.SZ","浩物股份","HWGF","1997.06.27",1,"280303","汽车","汽车服务","汽车综合服务"
"000758.SZ","中色股份","ZSGF","1997.04.16",1,"240303","有色金属","工业金属","铅锌"
"000759.SZ","中百集团","ZBJT","1997.05.19",1,"450302","商贸零售","一般零售","超市"
"000761.SZ","本钢板材","BGBC","1998.01.15",1,"230402","钢铁","普钢","板材"
"000766.SZ","通化金马","THJM","1997.04.30",1,"370102","医药生物","化学制药","化学制剂"
"000767.SZ","晋控电力","JKDL","1997.06.09",1,"410101","公用事业","电力","火力发电"
"000768.SZ","中航西飞","ZHXF","1997.06.26",1,"650201","国防军工","航空装备Ⅱ","航空装备Ⅲ"
"000778.SZ","新兴铸管","XXZG","1997.06.06",1,"230403","钢铁","普钢","钢铁管材"
"000786.SZ","北新建材","BXJC","1997.06.06",1,"610303","建筑材料","装修建材","其他建材"
"000789.SZ","万年青","WNQ","1997.09.23",1,"610101","建筑材料","水泥","水泥制造"
"000790.SZ","华神科技","HSKJ","1998.03.27",1,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"000791.SZ","甘肃能源","GSNY","1997.10.14",1,"410102","公用事业","电力","水力发电"
"000798.SZ","中水渔业","ZSYY","1998.02.12",1,"110201","农林牧渔","渔业","海洋捕捞"
"000799.SZ","酒鬼酒","JGJ","1997.07.18",1,"340501","食品饮料","白酒Ⅱ","白酒Ⅲ"
"000800.SZ","一汽解放","YQJF","1997.06.18",1,"280601","汽车","商用车","商用载货车"
"000803.SZ","山高环能","SGHN","1998.03.03",1,"410110","公用事业","电力","电能综合服务"
"000810.SZ","创维数字","CWSZ","1998.06.02",1,"330202","家用电器","黑色家电","其他黑色家电"
"000812.SZ","陕西金叶","SXJY","1998.06.23",1,"360205","轻工制造","包装印刷","纸包装"
"000813.SZ","德展健康","DZJK","1998.05.19",1,"370102","医药生物","化学制药","化学制剂"
"000815.SZ","美利云","MLY","1998.06.09",1,"710301","计算机","IT服务Ⅱ","IT服务Ⅲ"
"000816.SZ","智慧农业","ZHNY","1997.08.18",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"000819.SZ","岳阳兴长","YYXC","1997.06.25",1,"750303","石油石化","炼化及贸易","其他石化"
"000821.SZ","京山轻机","JSQJ","1998.06.26",1,"630505","电力设备","光伏设备","光伏加工设备"
"000823.SZ","超声电子","CSDZ","1997.10.08",1,"270202","电子","元件","印制电路板"
"000825.SZ","太钢不锈","TGBX","1998.10.21",1,"230501","钢铁","特钢Ⅱ","特钢Ⅲ"
"000828.SZ","东莞控股","DGKG","1997.06.17",1,"420901","交通运输","铁路公路","高速公路"
"000829.SZ","天音控股","TYKG","1997.12.02",1,"450401","商贸零售","专业连锁Ⅱ","专业连锁Ⅲ"
"000830.SZ","鲁西化工","LXHG","1998.08.07",1,"220205","基础化工","化学原料","煤化工"
"000831.SZ","中国稀土","ZGXT","1998.09.11",1,"240501","有色金属","小金属","稀土"
"000838.SZ","财信发展","CXFZ","1997.06.26",1,"430101","房地产","房地产开发","住宅开发"
"000848.SZ","承德露露","CDLL","1997.11.13",1,"340701","食品饮料","饮料乳品","软饮料"
"000850.SZ","华茂股份","HMGF","1998.10.07",1,"350102","纺织服饰","纺织制造","棉纺"
"000852.SZ","石化机械","SHJX","1998.11.26",1,"640203","机械设备","专用设备","能源及重型设备"
"000856.SZ","冀东装备","JDZB","1998.08.13",1,"640209","机械设备","专用设备","其他专用设备"
"000858.SZ","五粮液","WLY","1998.04.27",1,"340501","食品饮料","白酒Ⅱ","白酒Ⅲ"
"000859.SZ","国风新材","GFXC","1998.11.19",1,"220505","基础化工","塑料","膜材料"
"000860.SZ","顺鑫农业","SXNY","1998.11.04",1,"340501","食品饮料","白酒Ⅱ","白酒Ⅲ"
"000862.SZ","银星能源","YXNY","1998.09.15",1,"410107","公用事业","电力","风力发电"
"000863.SZ","三湘印象","SXYX","1997.09.25",1,"430101","房地产","房地产开发","住宅开发"
"000868.SZ","安凯客车","AKKC","1997.07.25",1,"280602","汽车","商用车","商用载客车"
"000875.SZ","吉电股份","JDGF","2002.09.26",1,"410110","公用事业","电力","电能综合服务"
"000876.SZ","新希望","XXW","1998.03.11",1,"110702","农林牧渔","养殖业","生猪养殖"
"000881.SZ","中广核技","ZGHJ","1998.09.02",1,"220309","基础化工","化学制品","其他化学制品"
"000882.SZ","华联股份","HLGF","1998.06.16",1,"450301","商贸零售","一般零售","百货"
"000886.SZ","海南高速","HNGS","1998.01.23",1,"430101","房地产","房地产开发","住宅开发"
"000887.SZ","中鼎股份","ZDGF","1998.12.03",1,"280205","汽车","汽车零部件","其他汽车零部件"
"000888.SZ","峨眉山A","EMSA","1997.10.21",1,"461003","社会服务","旅游及景区","自然景区"
"000889.SZ","ST中嘉","STZJ","1997.12.18",1,"730103","通信","通信服务","通信工程及服务"
"000892.SZ","欢瑞世纪","HRSJ","1999.01.15",1,"720601","传媒","影视院线","影视动漫制作"
"000895.SZ","双汇发展","SHFZ","1998.12.10",1,"340401","食品饮料","食品加工","肉制品"
"000897.SZ","津滨发展","JBFZ","1999.04.22",1,"430101","房地产","房地产开发","住宅开发"
"000898.SZ","鞍钢股份","AGGF","1997.12.25",1,"230402","钢铁","普钢","板材"
"000899.SZ","赣能股份","GNGF","1997.11.26",1,"410101","公用事业","电力","火力发电"
"000900.SZ","现代投资","XDTZ","1999.01.28",1,"420901","交通运输","铁路公路","高速公路"
"000901.SZ","航天科技","HTKJ","1999.04.01",1,"280206","汽车","汽车零部件","汽车电子电气系统"
"000903.SZ","云内动力","YNDL","1999.04.15",1,"280203","汽车","汽车零部件","底盘与发动机系统"
"000905.SZ","厦门港务","XMGW","1999.04.29",1,"421102","交通运输","航运港口","港口"
"000906.SZ","浙商中拓","ZSZT","1999.07.07",1,"420802","交通运输","物流","原材料供应链服务"
"000909.SZ","ST数源","STSY","1999.05.07",1,"430101","房地产","房地产开发","住宅开发"
"000910.SZ","大亚圣象","DYSX","1999.06.30",1,"360306","轻工制造","家居用品","瓷砖地板"
"000912.SZ","泸天化","LTH","1999.06.03",1,"220801","基础化工","农化制品","氮肥"
"000915.SZ","华特达因","HTDY","1999.06.09",1,"370102","医药生物","化学制药","化学制剂"
"000917.SZ","电广传媒","DGCM","1999.03.25",1,"721001","传媒","电视广播Ⅱ","电视广播Ⅲ"
"000919.SZ","金陵药业","JLYY","1999.11.18",1,"370102","医药生物","化学制药","化学制剂"
"000920.SZ","沃顿科技","WDKJ","1999.06.16",1,"220505","基础化工","塑料","膜材料"
"000922.SZ","佳电股份","JDGF","1999.06.18",1,"630101","电力设备","电机Ⅱ","电机Ⅲ"
"000923.SZ","河钢资源","HGZY","1999.07.14",1,"230301","钢铁","冶钢原料","铁矿石"
"000926.SZ","福星股份","FXGF","1999.06.18",1,"430101","房地产","房地产开发","住宅开发"
"000927.SZ","中国铁物","ZGTW","1999.07.27",1,"640501","机械设备","轨交设备Ⅱ","轨交设备Ⅲ"
"000928.SZ","中钢国际","ZGGJ","1999.03.12",1,"620403","建筑装饰","专业工程","国际工程"
"000931.SZ","中关村","ZGC","1999.07.12",1,"370102","医药生物","化学制药","化学制剂"
"000932.SZ","华菱钢铁","HLGT","1999.08.03",1,"230402","钢铁","普钢","板材"
"000935.SZ","四川双马","SCSM","1999.08.24",1,"490307","非银金融","多元金融","资产管理"
"000936.SZ","华西股份","HXGF","1999.08.10",1,"220401","基础化工","化学纤维","涤纶"
"000937.SZ","冀中能源","JZNY","1999.09.09",1,"740102","煤炭","煤炭开采","焦煤"
"000948.SZ","南天信息","NTXX","1999.10.14",1,"710401","计算机","软件开发","垂直应用软件"
"000949.SZ","新乡化纤","XXHX","1999.10.21",1,"220403","基础化工","化学纤维","粘胶"
"000951.SZ","中国重汽","ZGZQ","1999.11.25",1,"280601","汽车","商用车","商用载货车"
"000952.SZ","广济药业","GJYY","1999.11.12",1,"370101","医药生物","化学制药","原料药"
"000953.SZ","河化股份","HHGF","1999.12.02",1,"370101","医药生物","化学制药","原料药"
"000955.SZ","欣龙控股","XLKG","1999.12.09",1,"350106","纺织服饰","纺织制造","其他纺织"
"000957.SZ","中通客车","ZTKC","2000.01.13",1,"280602","汽车","商用车","商用载客车"
"000959.SZ","首钢股份","SGGF","1999.12.16",1,"230402","钢铁","普钢","板材"
"000960.SZ","锡业股份","XYGF","2000.02.21",1,"240504","有色金属","小金属","其他小金属"
"000962.SZ","东方钽业","DFTY","2000.01.20",1,"240504","有色金属","小金属","其他小金属"
"000963.SZ","华东医药","HDYY","2000.01.27",1,"370102","医药生物","化学制药","化学制剂"
"000965.SZ","天保基建","TBJJ","2000.04.06",1,"430101","房地产","房地产开发","住宅开发"
"000966.SZ","长源电力","CYDL","2000.03.16",1,"410101","公用事业","电力","火力发电"
"000968.SZ","蓝焰控股","LYKG","2000.06.22",1,"750101","石油石化","油气开采Ⅱ","油气开采Ⅲ"
"000969.SZ","安泰科技","ATKJ","2000.05.29",1,"240201","有色金属","金属新材料","其他金属新材料"
"000972.SZ","中基健康","ZJJK","2000.09.26",1,"110501","农林牧渔","农产品加工","果蔬加工"
"000973.SZ","佛塑科技","FSKJ","2000.05.25",1,"220505","基础化工","塑料","膜材料"
"000978.SZ","桂林旅游","GLLY","2000.05.18",1,"461003","社会服务","旅游及景区","自然景区"
"000985.SZ","大庆华科","DQHK","2000.07.26",1,"750303","石油石化","炼化及贸易","其他石化"
"000990.SZ","诚志股份","CZGF","2000.07.06",1,"220205","基础化工","化学原料","煤化工"
"000993.SZ","闽东电力","MDDL","2000.07.31",1,"410102","公用事业","电力","水力发电"
"000995.SZ","皇台酒业","HTJY","2000.08.07",1,"340501","食品饮料","白酒Ⅱ","白酒Ⅲ"
"000997.SZ","新大陆","XDL","2000.08.07",1,"710103","计算机","计算机设备","其他计算机设备"
"000999.SZ","华润三九","HRSJ","2000.03.09",1,"370201","医药生物","中药Ⅱ","中药Ⅲ"
"001201.SZ","东瑞股份","DRGF","2021.04.28",1,"110702","农林牧渔","养殖业","生猪养殖"
"001202.SZ","炬申股份","JSGF","2021.04.29",1,"420802","交通运输","物流","原材料供应链服务"
"001206.SZ","依依股份","YYGF","2021.05.18",1,"770101","美容护理","个护用品","生活用纸"
"001207.SZ","联科科技","LKKJ","2021.06.23",1,"220603","基础化工","橡胶","炭黑"
